Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A843285,Teddy,09/29/2021 10:45:00 AM,09/29/2021 10:45:00 AM,12501 Tech Ridge Boulevard in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Shih Tzu Mix,Gray/Black
A843287,A843287,09/29/2021 10:58:00 AM,09/29/2021 10:58:00 AM,12316 Little Emily Way in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A843289,*Basil,09/29/2021 10:58:00 AM,09/29/2021 10:58:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby
A843291,Faez,09/29/2021 11:12:00 AM,09/29/2021 11:12:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Border Terrier,Tan/White
A843292,Sadie,09/29/2021 11:12:00 AM,09/29/2021 11:12:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Border Terrier,Tan
A843290,*Mikie,09/29/2021 11:15:00 AM,09/29/2021 11:15:00 AM,17919 Manda Carlson Road in Manor (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,White/Black
A843297,,09/29/2021 12:11:00 PM,09/29/2021 12:11:00 PM,Outside Jurisdiction,Stray,Injured,Cat,Unknown,1 month,Domestic Shorthair,Brown Tabby
A843298,Flower,09/29/2021 12:13:00 PM,09/29/2021 12:13:00 PM,8700 Brodie Ln in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Cardigan Welsh Corgi Mix,Tan
A843299,,09/29/2021 12:19:00 PM,09/29/2021 12:19:00 PM,Southwest Parkway And William Cannon in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 day,Domestic Shorthair,Orange Tabby/White
A843300,A843300,09/29/2021 12:27:00 PM,09/29/2021 12:27:00 PM,11404 January Drive in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Blue
A842539,Zeus,09/29/2021 12:36:00 PM,09/29/2021 12:36:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 months,Pit Bull,Black/White
A843306,Lyla,09/29/2021 12:42:00 PM,09/29/2021 12:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Australian Cattle Dog Mix,Blue Tick/Tan
A843305,Bobby,09/29/2021 12:42:00 PM,09/29/2021 12:42:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Blue Tick/Tan
A843284,Bella,09/29/2021 12:43:00 PM,09/29/2021 12:43:00 PM,1709 E Hwy 71 in Austin (TX),Owner Surrender,Sick,Dog,Intact Female,2 months,Chihuahua Shorthair,Brown
A843304,Baby Girl,09/29/2021 12:54:00 PM,09/29/2021 12:54:00 PM,Delano Street And Webberville Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever,Black/White
A843273,,09/29/2021 01:04:00 PM,09/29/2021 01:04:00 PM,2801 South Lakeline Boulevard in Austin (TX),Wildlife,Normal,Other,Unknown,3 months,Raccoon,Gray/Black
A843312,*Harry,09/29/2021 01:12:00 PM,09/29/2021 01:12:00 PM,1812 Centre Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Tan
A842865,Ella,09/29/2021 01:13:00 PM,09/29/2021 01:13:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 months,Chihuahua Shorthair/Dachshund,Red
A843315,Buttercup,09/29/2021 01:58:00 PM,09/29/2021 01:58:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,9 months,Rex,Tricolor
A843314,Cottontail,09/29/2021 01:58:00 PM,09/29/2021 01:58:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,9 months,Rex,Brown/White
A843317,A843317,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,White/Black
A843325,A843325,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,White/Black
A843327,*Mary,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Black/White
A843318,*Lulabelle,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/White
A843323,*Lincoln,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Blue
A843321,A843321,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,White/Black
A843326,*Winnie,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Chihuahua Shorthair Mix,Chocolate/White
A843316,A843316,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Blue/White
A843328,*Sarah,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Black
A843329,A843329,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Chihuahua Shorthair Mix,White/Tan
A843324,A843324,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Black/White
A843320,A843320,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Blue/White
A843322,A843322,09/29/2021 02:23:00 PM,09/29/2021 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Blue/White
A843330,*Ringo,09/29/2021 02:50:00 PM,09/29/2021 02:50:00 PM,2500 E Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A843333,*Bravo,09/29/2021 02:58:00 PM,09/29/2021 02:58:00 PM,Loop 360 And Mcneil Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Red/White
A843331,A843331,09/29/2021 03:02:00 PM,09/29/2021 03:02:00 PM,12001 Dessau Road in Austin (TX),Stray,Normal,Other,Neutered Male,6 months,Ferret,Sable/White
A843332,*Hector,09/29/2021 03:11:00 PM,09/29/2021 03:11:00 PM,7501 Longview Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Tricolor/Tan
A843336,A843336,09/29/2021 03:44:00 PM,09/29/2021 03:44:00 PM,1912 E William Cannon Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,American Pit Bull Terrier Mix,Chocolate/White
A843342,*Twix,09/29/2021 04:28:00 PM,09/29/2021 04:28:00 PM,10208 North Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White
A843340,*Almond Joy,09/29/2021 04:28:00 PM,09/29/2021 04:28:00 PM,10208 North Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White
A843338,*Mr. Goodbar,09/29/2021 04:28:00 PM,09/29/2021 04:28:00 PM,10208 North Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Black/White
A843341,*Kit Kat,09/29/2021 04:28:00 PM,09/29/2021 04:28:00 PM,10208 North Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White
A843339,*Baby Ruth,09/29/2021 04:28:00 PM,09/29/2021 04:28:00 PM,10208 North Fm 620 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Black/White
A843343,*Cobalt,09/29/2021 04:32:00 PM,09/29/2021 04:32:00 PM,2907 Pamella Court in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd,Blue/Tan
A841715,Cloud,09/29/2021 04:45:00 PM,09/29/2021 04:45:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue
A843345,Miggs,09/29/2021 04:57:00 PM,09/29/2021 04:57:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Plott Hound,Brown Brindle
A823676,Molasses,09/29/2021 05:14:00 PM,09/29/2021 05:14:00 PM,Pflugerville (TX),Owner Surrender,Normal,Cat,Spayed Female,1 year,Siamese,Lynx Point/White
A841751,*Bingo,09/29/2021 05:31:00 PM,09/29/2021 05:31:00 PM,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,5 months,Pit Bull/Labrador Retriever,Black/White
A843350,A843350,09/29/2021 05:55:00 PM,09/29/2021 05:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A843351,A843351,09/29/2021 05:55:00 PM,09/29/2021 05:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Black/White
A843349,A843349,09/29/2021 05:55:00 PM,09/29/2021 05:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Sable/White
A843347,Bubbles,09/29/2021 05:55:00 PM,09/29/2021 05:55:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Labrador Retriever/German Shepherd,Buff
A843352,Harry,09/29/2021 06:16:00 PM,09/29/2021 06:16:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,9 months,Domestic Shorthair,Orange Tabby
A843353,*Jitterbug,09/29/2021 06:20:00 PM,09/29/2021 06:20:00 PM,1101 Wheatly in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Siberian Husky Mix,White
A843358,*Bobby,09/29/2021 06:54:00 PM,09/29/2021 06:54:00 PM,Loyola in Austin (TX),Stray,Sick,Cat,Intact Male,1 month,Domestic Shorthair,Black
A843363,Pepsi,09/29/2021 11:16:00 PM,09/29/2021 11:16:00 PM,6007 Kidneywood Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Great Pyrenees,White
A843364,,09/30/2021 01:05:00 AM,09/30/2021 01:05:00 AM,3406 Gable in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Brown/Gray
A843370,215 Grams,09/30/2021 07:56:00 AM,09/30/2021 07:56:00 AM,2303 Citation Dr in Travis (TX),Stray,Neonatal,Cat,Intact Female,2 weeks,Domestic Shorthair,Torbie
A843371,,09/30/2021 08:07:00 AM,09/30/2021 08:07:00 AM,11905 Caithness Way in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A843372,,09/30/2021 08:07:00 AM,09/30/2021 08:07:00 AM,11905 Caithness Way in Austin (TX),Stray,Sick,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby
A843375,Lucci,09/30/2021 11:01:00 AM,09/30/2021 11:01:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Normal,Dog,Intact Female,9 months,Plott Hound,Brown Tiger/White
A843376,A843376,09/30/2021 11:03:00 AM,09/30/2021 11:03:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Unknown,3 days,Chihuahua Shorthair,White/Brown
A843377,A843377,09/30/2021 11:03:00 AM,09/30/2021 11:03:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Unknown,3 days,Chihuahua Shorthair,White/Brown
A843378,A843378,09/30/2021 11:04:00 AM,09/30/2021 11:04:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Unknown,3 days,Chihuahua Shorthair,White/Brown
A843379,A843379,09/30/2021 11:05:00 AM,09/30/2021 11:05:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Unknown,3 days,Chihuahua Shorthair,Brown/Black
A843380,A843380,09/30/2021 11:05:00 AM,09/30/2021 11:05:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Intact Female,2 years,Chihuahua Shorthair,Tan/White
A843381,A843381,09/30/2021 11:06:00 AM,09/30/2021 11:06:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Intact Male,2 years,Chihuahua Shorthair,Tan/White
A843382,A843382,09/30/2021 11:06:00 AM,09/30/2021 11:06:00 AM,4600 Elmont Drive in Austin (TX),Public Assist,Neonatal,Dog,Intact Male,5 months,Chihuahua Shorthair,White/Tan
A843384,Luna,09/30/2021 11:28:00 AM,09/30/2021 11:28:00 AM,7817 El Dorado Drive in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Rottweiler/Labrador Retriever,Tricolor
A842868,Max,09/30/2021 11:39:00 AM,09/30/2021 11:39:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pug/Dachshund,Tan/Black
A717165,Quincy,09/30/2021 11:41:00 AM,09/30/2021 11:41:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Australian Cattle Dog Mix,Red/White
A843385,Bailey,09/30/2021 12:23:00 PM,09/30/2021 12:23:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/White
A843386,*Neville,09/30/2021 12:23:00 PM,09/30/2021 12:23:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,White
A843387,*Malfoy,09/30/2021 12:23:00 PM,09/30/2021 12:23:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,White
A843389,Sushi,09/30/2021 12:38:00 PM,09/30/2021 12:38:00 PM,8711 North Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby/White
A843391,Murray,09/30/2021 12:38:00 PM,09/30/2021 12:38:00 PM,8711 North Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A843390,Murphy,09/30/2021 12:38:00 PM,09/30/2021 12:38:00 PM,8711 North Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Orange Tabby/White
A843397,A843397,09/30/2021 12:57:00 PM,09/30/2021 12:57:00 PM,Heatherwilde And Wild Sienna in Travis (TX),Stray,Normal,Dog,Intact Male,6 months,Harrier Mix,Tan/White
A843400,Sandy,09/30/2021 12:58:00 PM,09/30/2021 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A843398,Piper,09/30/2021 12:58:00 PM,09/30/2021 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A843399,Fred,09/30/2021 12:58:00 PM,09/30/2021 12:58:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A843402,A843402,09/30/2021 01:02:00 PM,09/30/2021 01:02:00 PM,12836 Us 290 in Travis (TX),Stray,Normal,Dog,Intact Male,5 months,Redbone Hound Mix,Red/Black
A843401,Pupalux,09/30/2021 01:02:00 PM,09/30/2021 01:02:00 PM,12836 Us 290 in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog,White/Brown
A843403,Palma,09/30/2021 01:21:00 PM,09/30/2021 01:21:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A843404,,09/30/2021 01:48:00 PM,09/30/2021 01:48:00 PM,11441 N Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,Shih Tzu Mix,Black/Brown
A843405,Franco,09/30/2021 02:10:00 PM,09/30/2021 02:10:00 PM,1310 Cometa Street in Austin (TX),Stray,Normal,Cat,Neutered Male,8 years,Domestic Shorthair,Orange
A843406,*Grant,09/30/2021 02:45:00 PM,09/30/2021 02:45:00 PM,Esperanza Crossing in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Blue/White
A843409,*Guin,09/30/2021 03:01:00 PM,09/30/2021 03:01:00 PM,8010 W Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A843408,*Jack,09/30/2021 03:06:00 PM,09/30/2021 03:06:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Orange Tabby
A843412,A843412,09/30/2021 03:33:00 PM,09/30/2021 03:33:00 PM,10901 N Lamar in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue
A843413,*Winnie,09/30/2021 03:58:00 PM,09/30/2021 03:58:00 PM,1401 St Edwards in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A843415,*Sarah,09/30/2021 03:58:00 PM,09/30/2021 03:58:00 PM,1401 St Edwards in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White
A843414,*Mary,09/30/2021 03:58:00 PM,09/30/2021 03:58:00 PM,1401 St Edwards in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
A756776,Rocky,09/30/2021 04:23:00 PM,09/30/2021 04:23:00 PM,8002 El Dorado in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Labrador Retriever Mix,Brown
A762359,Sushi,09/30/2021 04:26:00 PM,09/30/2021 04:26:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
A843418,Cookie,09/30/2021 04:37:00 PM,09/30/2021 04:37:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Pit Bull/Labrador Retriever,Brown Brindle/White
A843417,*Tober,09/30/2021 04:39:00 PM,09/30/2021 04:39:00 PM,8702 Colonial Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby/White
A843419,Cinder,09/30/2021 04:50:00 PM,09/30/2021 04:50:00 PM,10701 South Ih 35 in Austin (TX),Stray,Normal,Cat,Neutered Male,7 years,Domestic Longhair,Blue
A843421,A843421,09/30/2021 05:10:00 PM,09/30/2021 05:10:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A843422,A843422,09/30/2021 05:10:00 PM,09/30/2021 05:10:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A843420,A843420,09/30/2021 05:24:00 PM,09/30/2021 05:24:00 PM,East Rundberg Lane And North Drive in Austin (TX),Stray,Injured,Dog,Intact Female,5 months,Pit Bull,White/Brown
A843429,*Pocus,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,6 months,Guinea Pig,Tricolor
A843430,*Omen,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 weeks,Guinea Pig,Tricolor
A843432,*Phantom,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,2 weeks,Guinea Pig,White/Black
A843426,*Boo,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Orange/Black
A843428,*Hocus,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Guinea Pig,Brown/White
A843427,*Fang,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Female,1 year,Guinea Pig,Brown/White
A843433,*Spider,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 weeks,Guinea Pig,Tan/Black
A843425,*Pumpkin,09/30/2021 05:30:00 PM,09/30/2021 05:30:00 PM,Austin (TX),Owner Surrender,Normal,Other,Intact Male,1 year,Guinea Pig,Orange/Black
A843438,King,09/30/2021 05:47:00 PM,09/30/2021 05:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,4 months,Labrador Retriever,Black
A843435,Biscuit,09/30/2021 05:47:00 PM,09/30/2021 05:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black
A843437,Evan,09/30/2021 05:47:00 PM,09/30/2021 05:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever Mix,Black/Brown Brindle
A843436,Scooby,09/30/2021 05:47:00 PM,09/30/2021 05:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever,Brown Brindle/White
A843434,Duke,09/30/2021 05:47:00 PM,09/30/2021 05:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever,Brown Brindle
A843439,Screw,09/30/2021 05:47:00 PM,09/30/2021 05:47:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 months,Labrador Retriever,Brown Brindle
A843431,A843431,09/30/2021 05:50:00 PM,09/30/2021 05:50:00 PM,2001 Ed Bluestein Boluvard in Austin (TX),Stray,Neonatal,Cat,Unknown,2 weeks,Domestic Medium Hair,Orange
A837930,Robby,09/30/2021 05:57:00 PM,09/30/2021 05:57:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Greyhound Mix,White/Black
A843440,Gangsta,09/30/2021 06:19:00 PM,09/30/2021 06:19:00 PM,5700 Leven Wood Lane in Austin (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A843443,*Bronson,09/30/2021 07:14:00 PM,09/30/2021 07:14:00 PM,1159 Lott Avenue in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Medium Hair,Brown Tabby
A843441,Teachy,09/30/2021 09:25:00 PM,09/30/2021 09:25:00 PM,1015 William Cannon in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Maltese Mix,White
A843446,*Mercury,09/30/2021 09:53:00 PM,09/30/2021 09:53:00 PM,1156 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Border Collie Mix,Black/White
A843452,Oso,10/01/2021 09:35:00 AM,10/01/2021 09:35:00 AM,9210 Cameron Road in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees,White
A843454,Paul,10/01/2021 11:04:00 AM,10/01/2021 11:04:00 AM,La Costa And Cameron in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Pit Bull Mix,Chocolate/White
A843461,*Delicata,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A843466,*Zucchini,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby
A843463,*Zephyr,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby
A843462,*Kabocha,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A843465,*Acorn,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby
A843460,*Daisy,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby
A843464,*Butternut,10/01/2021 11:07:00 AM,10/01/2021 11:07:00 AM,5400 Peppertree Parkway in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby
A843458,183G,10/01/2021 11:24:00 AM,10/01/2021 11:24:00 AM,1007 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Silver
A843455,174G,10/01/2021 11:24:00 AM,10/01/2021 11:24:00 AM,1007 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A843456,186G,10/01/2021 11:24:00 AM,10/01/2021 11:24:00 AM,1007 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Torbie
A843457,172G,10/01/2021 11:24:00 AM,10/01/2021 11:24:00 AM,1007 South Congress Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Silver
A843459,,10/01/2021 11:42:00 AM,10/01/2021 11:42:00 AM,2612 E 2Nd St in Austin (TX),Stray,Injured,Cat,Spayed Female,14 years,Domestic Shorthair,Calico
A843467,Oreo,10/01/2021 11:42:00 AM,10/01/2021 11:42:00 AM,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White
A843469,Lucifer,10/01/2021 12:04:00 PM,10/01/2021 12:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,7 months,Domestic Longhair,Black
A843471,Luna,10/01/2021 12:04:00 PM,10/01/2021 12:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Brown Tabby
A843468,Hades,10/01/2021 12:04:00 PM,10/01/2021 12:04:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black
A843470,Pecho Blanco,10/01/2021 12:13:00 PM,10/01/2021 12:13:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black
A843472,Fantasma,10/01/2021 12:13:00 PM,10/01/2021 12:13:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Great Pyrenees Mix,White
A655093,Marenzo,10/01/2021 12:13:00 PM,10/01/2021 12:13:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Labrador Retriever/Chow Chow,Brown/Black
A794725,Ms.Blinky,10/01/2021 12:24:00 PM,10/01/2021 12:24:00 PM,800 Salem Lane in Austin (TX),Stray,Injured,Dog,Intact Female,3 years,Staffordshire,Black
A843473,A843473,10/01/2021 12:49:00 PM,10/01/2021 12:49:00 PM,5355 North Ih 35 in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A843453,A843453,10/01/2021 01:01:00 PM,10/01/2021 01:01:00 PM,3101 Oak Springs in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,Tan
A843475,Jojo,10/01/2021 01:08:00 PM,10/01/2021 01:08:00 PM,1614 Elmira Rd in Austin (TX),Stray,Normal,Dog,Intact Male,9 years,Shih Tzu,Brown/White
