#,Song ,Artist,Popularity,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Valence (Happiness),Speech,Live,Loud,Tempo,Key,Camelot,Time Signature,Added At,Spotify Track Id
279, Lando and the Rebels,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:07,29,9,94,87,14,3,13,-16 db,79,G#/Aâ™­ Major,4B,3,5/9/17,6t0siJIuAlMLL896IBAoSF
251, Lando's Closet,John Powell,33,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,2:13,23,5,81,94,4,4,10,-22 db,50,B Minor,10A,4,5/27/18,28JVOr65mx584zKsaSxBa0
374, Lando's Palace,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: The Empire Strikes Back (Original Motion Picture Soundtrack),1/1/80,3:56,13,4,96,90,4,4,9,-24 db,82,F Major,7B,4,5/30/18,1YsXj1p8Y7iiMs3OO36tkT
381, Lapti Nek (Jabba's Palace Band),"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,2:52,84,63,28,6,79,6,8,-13 db,131,D Minor,7A,4,5/30/18,2X7S4Cxc2BmkWFO5FMT74c
78, Launching the Silverangel,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 5-8) [Original Soundtrack],4/10/20,2:10,30,24,84,79,3,4,11,-13 db,77,D Major,10B,4,5/4/20,5Nv7h3eqs2x5LSIig7QMPM
192, Leaving Kamino,Kevin Kiner,33,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,2:50,17,9,90,79,3,4,17,-20 db,111,A Minor,8A,4,9/14/21,3vUf87AxnftaJiEYAjUmg2
553, Lesson One,John Williams,33,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,2:09,6,7,94,89,10,4,33,-18 db,72,Câ™¯/Dâ™­ Minor,12A,4,12/15/17,4BosUkCIZWxxShikgcilQb
430, Let's Just Do It,Ludwig Goransson,31,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,1:22,29,22,88,83,4,5,10,-26 db,89,G#/Aâ™­ Major,4B,4,12/27/19,3DRc1m0gO277FnLpV7Lvso
508, Life Lessons,"Joseph Shirley,Ludwig Goransson",36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,3:56,17,4,94,89,3,5,34,-20 db,119,F Minor,4A,4,2/15/22,6yIvytzr7tltVNZRkIFhIC
494, Like a Bantha,"Joseph Shirley,Ludwig Goransson",43,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,2:02,46,45,42,84,4,3,12,-11 db,93,Câ™¯/Dâ™­ Minor,12A,1,2/4/22,2F3iaFdUHVG2Zb7ZUJe6FC
432, Little Mousey,Ludwig Goransson,32,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,2:54,29,48,16,93,4,9,13,-17 db,185,E Major,12B,3,12/27/19,3791OHlMcCprd36XnXOeHF
122, Logo (Star Wars: The Bad Batch),Kevin Kiner,2,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,0:18,55,11,4,99,0,36,13,-11 db,194,G Minor,6A,4,7/8/21,3B3y0gv0iFpFRtWkWmk5f8
466, Long Live the Empire,Ludwig Goransson,39,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,4:05,22,31,1,91,3,4,19,-16 db,105,F Major,7B,4,11/20/20,0CacFM98SdtuQwNVGznRSl
29, Love Pledge and the Arena,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode 2: Attack of the Clones,3/11/02,8:29,19,28,75,92,9,6,11,-18 db,71,D Minor,7A,3,4/3/14,5cpv5RVmdDeyvIDszIXA4a
378, Luke and Leia,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,4:50,7,3,98,86,3,4,11,-24 db,77,A Major,11B,4,5/30/18,4MKEo7fV2xIBbeIrbYj7vV
506, Maiden Voyage,"Joseph Shirley,Ludwig Goransson",36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 2 (Chapters 5-7) [Original Soundtrack],2/11/22,1:20,35,25,68,98,11,4,34,-15 db,110,C Major,8B,5,2/15/22,07wk5ucNmqDDt6qMiUTXKW
343, Main Title,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,5:25,19,40,91,92,22,4,9,-15 db,83,F Major,7B,3,5/30/18,1IGt9aNPtsx6Ko09Ws59D3
376, Main Title (The Story Continues),"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,5:14,21,15,87,78,6,4,19,-18 db,81,A#/Bâ™­ Major,6B,4,5/30/18,1sg9Ayujnq5C1fEmPzHYhk
546, Main Title and Escape,John Williams,37,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,7:25,20,45,71,85,7,4,12,-11 db,149,A#/Bâ™­ Major,6B,4,12/15/17,3eEfx3BsSplMdgktC3r7xK
523, Main Title and The Attack on the Jakku Village,John Williams,40,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,6:25,19,31,84,90,4,4,13,-12 db,85,D#/Eâ™­ Major,5B,4,12/18/15,0o9AEYW61Jb0dwmHlVhXk5
438, Man of Honour,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 7 (Original Score),12/18/19,2:19,17,5,64,89,4,3,10,-23 db,160,G#/Aâ™­ Major,4B,4,12/27/19,0xNRnvUHnsVObQmuKAcmMd
405, Mandalore Way,Ludwig Goransson,37,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 3 (Original Score),11/22/19,3:21,44,10,3,84,4,4,9,-22 db,121,C Minor,5A,4,12/27/19,5WQyew8ApcZqROp7fkyiPR
455, Mando Flies,Ludwig Goransson,35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,2:04,38,36,17,95,5,5,8,-13 db,168,Câ™¯/Dâ™­ Major,3B,4,12/27/19,5YdNNGroWEpSOdGXtzOi7y
457, Mando Is Back,Ludwig Goransson,50,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 1 (Chapters 9-12) [Original Score],11/20/20,4:04,47,22,40,91,4,4,10,-18 db,83,A#/Bâ™­ Minor,3A,4,11/20/20,7utTE8XHVCpQXC8PdtBjIL
435, Mando on the Move,Ludwig Goransson,33,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,1:13,46,56,59,86,19,5,38,-17 db,166,G#/Aâ™­ Major,4B,4,12/27/19,7MS27DCqQRX8KQmy3gcTGG
409, Mando Rescue,Ludwig Goransson,38,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 3 (Original Score),11/22/19,2:14,46,50,33,95,4,6,15,-13 db,102,F Minor,4A,4,12/27/19,2KDvhi03HTPCWXNMPvLtr9
418, Mando Says Goodbye,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 4 (Original Score),11/29/19,1:20,15,12,61,96,6,4,7,-19 db,105,D Major,10B,4,12/27/19,1pvUGN3wIbxOH4EOWLn3GY
437, Mando's Back,Ludwig Goransson,34,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,7:15,36,30,57,89,4,6,8,-18 db,92,G Major,9B,3,12/27/19,4qZJUe0AvC9CUuw1xZ5hic
247, Marauders Arrive,John Powell,31,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,5:14,22,60,2,85,23,6,33,-14 db,105,Câ™¯/Dâ™­ Major,3B,4,5/27/18,00quW2CcNNewS8UKjqOoPv
538, March of the Resistance,John Williams,48,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,2:35,61,40,88,92,49,3,14,-10 db,102,G Minor,6A,4,12/18/15,420y9qWviZ4cdneynQWSKr
313, Maul,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:00,19,14,17,83,4,4,9,-14 db,60,Câ™¯/Dâ™­ Major,3B,4,5/9/17,6U8IDQ3TGvkrDzQlY7pJ72
315, Maul and Ezra,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:24,0,57,42,85,0,0,8,-9 db,0,C Minor,5A,0,5/9/17,1TecNOrCveBChI3VDySGC3
51, Maul and Savage Duel Palpatine,"Kevin Kiner,David G. Russell",37,"scorecore, soundtrack, video game music,",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:51,9,44,66,94,7,4,11,-10 db,80,F Minor,4A,4,5/9/17,4CddogZcbRaTkT2kEx0IeN
42," Maul, Savage and Viszla","Kevin Kiner,Takeshi Furukawa",36,"scorecore, soundtrack, video game music, japanese soundtrack",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:46,34,50,3,92,20,3,12,-10 db,68,Câ™¯/Dâ™­ Major,3B,4,5/9/17,2zIZqzRMQvOxeirNj0oEVk
533, Maz's Counsel,John Williams,32,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,3:07,13,1,97,74,3,4,8,-25 db,75,D Minor,7A,4,12/18/15,4bElef2DtJhpp0M9dRLDPY
242, Meet Han,John Powell,36,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,2:20,14,37,10,91,7,5,10,-17 db,92,C Major,8B,4,5/27/18,7BVvVmczBoVmVeWr8KMafb
228, Memories of Days Past,"Stephen Barton,Gordy Haab",25,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,4:04,8,11,90,86,4,4,11,-21 db,84,A Minor,8A,5,9/3/20,3tyrYqVfM4rxHYSHgVXSv1
236, Merrin,"Stephen Barton,Gordy Haab",26,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:11,6,9,94,81,4,4,11,-23 db,67,D Minor,7A,4,9/3/20,1nvpSvr260jKKMUBXUdATy
252, Mine Mission,John Powell,26,"british soundtrack, orchestral soundtrack, soundtrack",Easy listening,Solo: A Star Wars Story (Original Motion Picture Soundtrack),5/25/18,4:10,26,30,14,83,8,4,10,-18 db,114,C Minor,5A,4,5/27/18,07KAUz3npFK61KX3hMEVZz
175, Mining Tunnels,Kevin Kiner,21,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:55,19,20,9,89,4,3,34,-20 db,79,F Minor,4A,4,9/14/21,5uCYLByL9A03BrRPEIgADY
61, Misplaced Hope,Kevin Kiner,28,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,1:48,19,10,72,69,7,4,14,-21 db,89,C Major,8B,4,5/4/20,0r6gDvr5VFREZUCoHksG4Y
70, Mission Begins,Kevin Kiner,25,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,2:41,22,31,46,78,8,4,10,-12 db,140,C Major,8B,4,5/4/20,1qNPCMt2Xhs5qbUzN7l7pQ
145, Monster Challenge,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,2:26,25,29,52,78,12,3,8,-11 db,139,G Major,9B,4,7/8/21,4uOQZm4vN99PDliwbpdz2q
353, Mouse Robot and Blasting Off,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,4:04,17,20,96,88,5,4,19,-18 db,82,D Major,10B,4,5/30/18,7k82j3ycMMmGD1qDMqlEAN
164, Move In,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,3:42,34,21,60,86,4,4,11,-20 db,140,G#/Aâ™­ Major,4B,4,9/14/21,48iV5d07KLMZ2x3B1O5R63
144, Muchi Unchained,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,2:58,29,52,24,80,12,4,33,-8 db,138,F Minor,4A,4,7/8/21,09ZFILabjCxCfUbGLnJUiy
434, My Saviour,Ludwig Goransson,31,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,1:07,33,33,47,97,4,4,9,-17 db,82,G Major,9B,5,12/27/19,6IV2xUetQYfoXBg7RabJ7S
134, Nexu Attack,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,1:57,27,24,62,81,4,4,9,-15 db,132,G#/Aâ™­ Major,4B,4,7/8/21,6JxnGBcYTkDEHSN8fGr9lH
436, Nice Family,Ludwig Goransson,31,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 6 (Original Score),12/13/19,2:25,64,13,51,81,21,10,7,-19 db,160,Câ™¯/Dâ™­ Major,3B,3,12/27/19,6Dlelw224HzgKYn6XksLXI
424, Night Riders,Ludwig Goransson,35,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 5 (Original Score),12/6/19,3:29,43,53,17,76,3,21,11,-15 db,119,F Minor,4A,4,12/27/19,7mCaBj0WAiw5ZrYd7YFZG5
207, Nightsister,"Stephen Barton,Gordy Haab",25,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:55,31,33,80,89,7,6,10,-20 db,80,F Major,7B,4,9/3/20,2950Q1a55C5tc4VzJrhJHK
488, Normal Day at the Office,"Joseph Shirley,Ludwig Goransson",46,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Book of Boba Fett: Vol. 1 (Chapters 1-4) [Original Soundtrack],1/21/22,2:41,30,10,53,64,4,4,18,-19 db,111,G Major,9B,3,2/4/22,6xbktkmX2vrSSTTLHCOBAG
450, Nurse and Protect,Ludwig Goransson,39,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,3:59,25,77,16,92,7,7,11,-14 db,76,F#/Gâ™­ Minor,11A,4,12/27/19,5OT2JR7Lf4g4dCJyZ8Xu0f
447, Nurse Droid,Ludwig Goransson,33,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 8 (Original Score),12/27/19,1:08,33,23,36,78,10,4,10,-22 db,83,F Minor,4A,4,12/27/19,2meDiLTlbXiSfwC4YaCaGm
103, Obi-Wan and Ahsoka Argue,Kevin Kiner,29,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 9-12) [Original Soundtrack],5/4/20,2:42,25,15,87,88,7,3,10,-16 db,48,A#/Bâ™­ Major,6B,3,5/4/20,5uKeLXKh6yrAniwa0vlg6s
43, Obi-wan and Satine,"Kevin Kiner,Takeshi Furukawa",37,"scorecore, soundtrack, video game music, japanese soundtrack",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,2:43,15,22,91,93,4,4,12,-13 db,90,C Major,8B,3,5/9/17,7zn3Jk565uCYXfnyi4vds9
412, Off the Grid,Ludwig Goransson,36,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Chapter 4 (Original Score),11/29/19,1:47,39,17,96,97,23,4,9,-16 db,121,Câ™¯/Dâ™­ Major,3B,4,12/27/19,0f9T99nZNnFQAco90TlT4j
204, Oggdo Bogdo,"Stephen Barton,Gordy Haab",27,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,5:51,35,15,94,84,7,4,13,-21 db,110,C Major,8B,4,9/3/20,62Fcn5Q0Qu4fVKlso4rhBi
551, Old Friends,John Williams,35,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,4:28,9,6,87,93,3,4,16,-30 db,86,Câ™¯/Dâ™­ Major,3B,4,12/15/17,336MNGWifY0wUNdI37pm8Q
159, Omega the Prisoner,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 2 (Episodes 9-16) [Original Soundtrack],8/20/21,2:26,29,36,53,92,6,4,11,-14 db,113,E Minor,9A,3,9/14/21,7MX5nP7SXEQx2W6ARBcJ3y
128, Omega Warns Hunter,Kevin Kiner,26,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,2:34,14,18,44,86,8,4,13,-15 db,101,G Major,9B,4,7/8/21,6hS72OmaNtVz5jWnFnQHAj
123, Omega's Theme,Kevin Kiner,40,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,2:58,17,37,39,91,6,3,5,-9 db,65,A Major,11B,3,7/8/21,0KUEQcdk9q4pJhkWphxxDg
540, On the Inside,John Williams,31,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),12/18/15,2:05,32,8,96,88,4,4,10,-19 db,58,F Minor,4A,4,12/18/15,2TJXxLu257ui8dF7KisSCA
125, Onderon,Kevin Kiner,27,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:06,13,26,64,96,4,4,30,-14 db,82,F Major,7B,5,7/8/21,56SflaugCCwCzAff4QhN10
484, Open the Door,Ludwig Goransson,49,"nordic soundtrack, orchestral soundtrack, soundtrack","Classical, Easy listening",The Mandalorian: Season 2 - Vol. 2 (Chapters 13-16) [Original Score],12/18/20,4:52,6,11,47,91,3,4,13,-16 db,57,G Minor,6A,3,12/18/20,1PRgvXplpe5ruTlMP95M8l
237, Opening the Vault,"Stephen Barton,Gordy Haab",23,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:55,8,13,47,22,3,4,10,-20 db,171,A#/Bâ™­ Major,6B,5,9/3/20,2x6PwkBN6RlXfOXCunuXL7
137, Ordo Moon Dragon,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,4:24,18,19,72,80,4,4,10,-19 db,144,B Minor,10A,4,7/8/21,0RJaiV2sKMpNwDdJVuEHzo
114, Padme's Ruminations,"John Williams,London Voices,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british choir, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode III: Revenge of the Sith [Original Motion Picture Soundtrack],2005,3:16,14,1,25,84,3,5,12,-32 db,73,A Major,11B,3,11/28/15,7pBJJoh02zJyXJiVMC8866
34, PadmÃ©,Kevin Kiner,37,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:39,21,30,88,94,4,3,11,-12 db,71,E Major,12B,3,5/9/17,4ud5wmcUNNO4f9FkPw3FxA
39, PadmÃ© and Ahsoka,Kevin Kiner,31,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:59,21,11,94,90,3,3,8,-16 db,90,A#/Bâ™­ Major,6B,4,5/9/17,6gI9BcvowNo1qu6rjyyLNV
112, Palpatine's Teachings,"John Williams,London Voices,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british choir, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars Episode III: Revenge of the Sith [Original Motion Picture Soundtrack],2005,5:25,8,1,91,97,4,4,10,-30 db,170,Câ™¯/Dâ™­ Minor,12A,5,11/28/15,1fraZtKmPk0RptMGJkaE3D
12, Panaka and the Queen's Protectors,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,3:24,23,42,83,94,19,7,34,-16 db,72,D Major,10B,4,5/9/17,18a3t2lGSu3XqbiCujly9u
141, Pantora Chase,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:12,23,62,24,91,21,5,25,-8 db,78,A#/Bâ™­ Minor,3A,4,7/8/21,2aQgwjmGbJkxjXCQ1J7Cmv
379, Parade of the Ewoks,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: Return of the Jedi (Original Motion Picture Soundtrack),1/1/83,3:28,46,23,95,81,18,4,7,-17 db,118,F Major,7B,4,5/30/18,5T0aZmjk3KNrLayQu7VBgP
10, Passage Through the Planet Core,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,4:39,8,5,87,86,4,5,7,-25 db,78,C Major,8B,4,5/9/17,6TX349fDH02hq1prJwXmRz
275, Passed the Test,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season One (Original Soundtrack),9/16/16,1:37,21,20,92,94,4,4,11,-15 db,70,A Major,11B,4,5/9/17,7KdnZWlprGLbiRli6OaJw5
564, Peace and Purpose,John Williams,39,"orchestral soundtrack, soundtrack",Easy listening,Star Wars: The Last Jedi (Original Motion Picture Soundtrack),12/15/17,3:06,15,14,93,93,4,4,21,-19 db,81,D Minor,7A,4,12/15/17,5bhVXcAkmihE4YvKdGimxL
234, Peacekeepers,"Stephen Barton,Gordy Haab",25,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,2:10,14,3,96,86,3,4,6,-27 db,67,A Minor,8A,3,9/3/20,0DODqi59FoegIIPZoQLzz5
308, Pergill in Hyperspace,Kevin Kiner,22,"scorecore, soundtrack, video game music",Easy listening,Star Wars Rebels: Season Two (Original Soundtrack),9/30/16,1:36,18,19,35,91,9,3,10,-12 db,134,A#/Bâ™­ Major,6B,4,5/9/17,5Rihn4bR6EvZN9HG2btpjV
85, Pikes and the Dark Side,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 5-8) [Original Soundtrack],4/10/20,2:21,51,20,56,86,4,3,22,-18 db,120,C Minor,5A,4,5/4/20,2t3hYhgA9kQKwiqJ3M6jQa
32, Plo Koon,Kevin Kiner,33,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:40,13,9,78,99,9,3,32,-15 db,100,C Minor,5A,4,5/9/17,536M78Y565hETyYzuroheK
40, Plo Koon Alone,Kevin Kiner,29,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars (Seasons One Through Six/Original Soundtrack),1/1/14,1:38,11,11,94,96,4,4,41,-16 db,85,A Major,11B,3,5/9/17,0xgCZIvrFc5KN3ZKbtzd90
147, Police Droids,Kevin Kiner,23,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Bad Batch - Vol. 1 (Episodes 1-8) [Original Soundtrack],6/25/21,3:36,60,63,0,71,15,4,15,-8 db,120,Câ™¯/Dâ™­ Major,3B,4,7/8/21,19m9E4l2ZqlAZEOiYgxxhT
66, Poltechs,Kevin Kiner,26,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 1-4) [Original Soundtrack],3/13/20,3:13,34,42,30,91,4,4,23,-12 db,120,G Minor,6A,4,5/4/20,3Cm8tWO6G0lpCTIPYHPzhT
345, Princess Leia's Theme,"John Williams,London Symphony Orchestra",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra","Classical, Easy listening",Star Wars: A New Hope (Original Motion Picture Soundtrack),1/1/77,4:24,8,6,94,75,3,4,10,-20 db,71,E Major,12B,4,5/30/18,0mFyq7zeU21fW5VE9028lN
83, Prison Cell Talk,Kevin Kiner,24,"scorecore, soundtrack, video game music",Easy listening,Star Wars: The Clone Wars - The Final Season (Episodes 5-8) [Original Soundtrack],4/10/20,3:06,14,5,52,88,5,4,11,-24 db,140,F Major,7B,4,5/4/20,0gyYjiy7hRmyOXow5RIwXy
218, Project Auger,"Stephen Barton,Gordy Haab",24,"british soundtrack, video game music",Easy listening,Star Wars Jedi: Fallen Order (Original Video Game Soundtrack),8/21/20,3:44,15,8,61,95,3,4,13,-28 db,54,G Major,9B,4,9/3/20,6BIoRYDSZbtIecOpnHysFP
13, Queen Amidala and the Naboo Palace,"John Williams,London Symphony Orchestra,London Voices,New London Children's Choir",0,"orchestral soundtrack, soundtrack, british orchestra, classical, classical performance, orchestra, british choir, children's choir","Classical, Easy listening",Star Wars: The Phantom Menace (Original Motion Picture Soundtrack),5/4/99,4:51,11,3,90,88,3,4,10,-24 db,85,D Major,10B,4,5/9/17,1nWfzv2Qo3PpW3ml402E8T
