tconst,ordering,nconst,category,job,characters,title,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
tt0458290,2,nm0048389,actor,\N,"Clone Troopers,Captain Rex,Commander Cody",,Dee Bradley Baker,1962,\N,"actor,soundtrack,miscellaneous","tt0117705,tt0345950,tt0397306,tt0852863"
tt0458290,3,nm1782667,actor,\N,"Anakin Skywalker,Lom Pyke,Almec's Scout",,Matt Lanter,1983,\N,"actor,miscellaneous","tt1666186,tt1213644,tt2657262,tt1185834"
tt0458290,4,nm0852517,actor,\N,"Obi-Wan Kenobi,Plo Koon,Rako Hardeen",,James Arnold Taylor,1969,\N,"actor,producer,writer","tt0458290,tt1185834,tt2865120,tt0453556"
tt0458290,5,nm0000184,writer,created by,\N,,George Lucas,1944,\N,"writer,producer,director","tt0082971,tt0066434,tt0076759,tt0069704"
tt0458290,6,nm0237065,actress,\N,"Ahsoka Tano,K2-B4,Ahsoka",,Ashley Eckstein,1981,\N,"actress,soundtrack","tt0458290,tt2527338,tt1185834,tt0815244"
tt0458290,7,nm0003214,actor,\N,"Battle Droids,General Grievous,Wat Tambor",,Matthew Wood,1972,\N,"sound_department,actor,editorial_department","tt3748528,tt1650062,tt2527336,tt0121766"
tt0458290,8,nm0123553,actor,\N,"Count Dooku,Cad Bane,Nix Card",,Corey Burton,1955,\N,"actor,miscellaneous,soundtrack","tt0092106,tt0230011,tt0119282,tt1568322"
tt0458290,9,nm0141333,actor,\N,"Mace Windu,Council Member,Cultist",,Terrence 'T.C.' Carson,1958,\N,"actor,art_department,producer","tt0309593,tt0141926,tt0106056,tt0416779"
tt0458290,10,nm0845941,actress,\N,"Padmé Amidala,Betty Droid,Karis",,Catherine Taber,1979,\N,"actress,miscellaneous,executive","tt2488496,tt4859164,tt10148174,tt0458290"
tt0458290,1,nm0437454,actor,\N,"Narrator,Yoda,Admiral Yularen",,Tom Kane,1962,\N,"actor,miscellaneous,soundtrack","tt0458290,tt2527336,tt0120694,tt1185834"
